Target,Mail
ham,"['sir', 'send', 'group', 'mail', 'check']"
ham,"['im', 'da', 'intro', 'cover', 'energy', 'trend', 'n', 'pro', 'n', 'con', 'brief', 'description', 'nuclear', 'fusion', 'n', 'oso', 'brief', 'history', 'iter', 'n', 'jet', 'got', 'abt', 'n', 'half', 'page']"
ham,"['nonenowhere', 'ikno', 'doesdiscountshitinnit']"
ham,"['dont', 'know', 'jabo', 'abi']"
spam,"['ever', 'notice', 'youre', 'driving', 'anyone', 'going', 'slower', 'idiot', 'everyone', 'driving', 'faster', 'maniac']"
ham,"['yet', 'hadya', 'sapna', 'aunty', 'manege', 'yday', 'hogidhechinnu', 'full', 'weak', 'swalpa', 'black', 'agidhane']"
ham,"['good', 'baby']"
ham,"['neft', 'transaction', 'reference', 'number', 'ltgt', 'r', 'ltdecimalgt', 'ha', 'credited', 'beneficiary', 'account', 'ltgt', 'lttimegt', 'ltgt']"
ham,"['mostly', 'sport', 'typelyk', 'footblcrckt']"
ham,"['head', 'dey', 'swell', 'oh', 'thanks', 'making', 'day']"
ham,"['u', 'make', 'fb', 'list']"
ham,"['height', 'confidence', 'aeronautics', 'professor', 'wer', 'calld', 'amp', 'wer', 'askd', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'w', 'made', 'student', 'dey', 'hurried', 'plane', 'bt', 'didnt', 'move', 'saidif', 'made', 'student']"
ham,"['sary', 'need', 'tim', 'bollox', 'hurt', 'lot', 'tol']"
ham,"['happy', 'new', 'year', 'princess']"
ham,"['ill', 'text', 'carlos', 'let', 'know', 'hang']"
ham,"['dont', 'worry', 'easy', 'ingredient']"
ham,"['love', 'u', 'little', 'pocy', 'bell', 'sorry', 'love', 'u']"
ham,"['ok', 'omw', 'castor']"
ham,"['yar', 'lor', 'keep', 'raining', 'non', 'stop', 'u', 'wan', 'go', 'elsewhere']"
spam,"['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'double', 'min', 'txt', 'orange', 'call', 'mobileupd', 'calloptoutqf']"
ham,"['u', 'mean', 'u', 'almost', 'done', 'done', 'wif', 'sleeping', 'tot', 'u', 'going', 'take', 'nap', 'yup', 'send', 'liao', 'im', 'picking', 'ard', 'smth', 'lor']"
ham,"['wonder', 'world', 'th', 'th', 'ur', 'style', 'th', 'ur', 'smile', 'th', 'ur', 'personality', 'rd', 'ur', 'nature', 'nd', 'ur', 'sm', 'st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']"
ham,"['tonight', 'yeah', 'id']"
ham,"['eat', 'fo', 'lunch', 'senor']"
ham,"['said', 'right', 'giggle', 'saw', 'u', 'would', 'possibly', 'first', 'persondie', 'nvq', 'think', 'much', 'could']"
ham,"['break', 'time', 'one', 'come', 'n', 'get', 'stuff', 'fr']"
spam,"['reply', 'win', 'weekly', 'professional', 'sport', 'doe', 'tiger', 'wood', 'play', 'send', 'stop', 'end', 'service']"
ham,"['im', 'see', 'cant', 'see', 'maybe', 'reboot', 'ym', 'seen', 'buzz']"
ham,"['still', 'grinder']"
spam,"['polyphonic', 'tone', 'ur', 'mob', 'every', 'week', 'txt', 'pt', 'st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', 'ptone', 'reply', 'hl', 'info']"
ham,"['love', 'isnt', 'decision', 'feeling', 'could', 'decide', 'love', 'life', 'would', 'much', 'simpler', 'le', 'magical']"
spam,"['hot', 'live', 'fantasy', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']"
ham,"['ki', 'didt', 'see', 'youkwhere']"
ham,"['im', 'list', 'buyer']"
ham,"['idea', 'guess', 'well', 'work', 'hour', 'supposed', 'leave', 'since', 'usual', 'nobody', 'ha', 'interest', 'figuring', 'shit', 'last', 'second']"
ham,"['mm', 'entirely', 'sure', 'understood', 'text', 'hey', 'ho', 'weekend']"
ham,"['released', 'vday', 'shirt', 'u', 'put', 'make', 'bottom', 'half', 'naked', 'instead', 'white', 'underwear']"
ham,"['knowhe', 'watching', 'film', 'computer']"
ham,"['b', 'thursday']"
ham,"['oh', 'phone', 'phoned', 'disconnected']"
ham,"['id', 'onluy', 'matter', 'getting', 'offcampus']"
spam,"['message', 'free', 'welcome', 'new', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'service', 'reply', 'stop', 'msgsp']"
ham,"['excellent', 'ill', 'see', 'riley', 'plan']"
ham,"['see', 'half', 'hour']"
spam,"['youve', 'tkts', 'euro', 'cup', 'final', 'cash', 'collect', 'call', 'b', 'pobox', 'ppm']"
ham,"['ew', 'one']"
ham,"['also', 'hi', 'wesley', 'howve']"
ham,"['ah', 'see', 'lingo', 'let', 'know', 'wot', 'earth', 'ha', 'finished', 'making']"
spam,"['loan', 'purpose', 'homeowner', 'tenant', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', 'text', 'back', 'help']"
spam,"['updatenow', 'mths', 'half', 'price', 'orange', 'line', 'rental', 'minscall', 'mobileupd', 'calloptoutjq']"
ham,"['imagine', 'life', 'without', 'see', 'fast', 'u', 'searching', 'medont', 'worry', 'lm', 'always', 'disturb', 'u', 'goodnoon']"
ham,"['hm', 'good', 'morning', 'headache', 'anyone']"
ham,"['yeah', 'probs', 'last', 'night', 'obviously', 'catching', 'speak', 'soon']"
spam,"['free', 'unlimited', 'hardcore', 'porn', 'direct', 'mobile', 'txt', 'porn', 'get', 'free', 'access', 'hr', 'chrgdp', 'per', 'day', 'txt', 'stop', 'exit', 'msg', 'free']"
ham,"['might', 'go', 'sch', 'yar', 'e', 'salon', 'v', 'boring']"
ham,"['ltgt', 'min', 'stop', 'somewhere', 'first']"
ham,"['ltgt', 'fast', 'approaching', 'wish', 'u', 'happy', 'new', 'year', 'happy', 'sankranti', 'happy', 'republic', 'day', 'happy', 'valentine', 'day', 'happy', 'shivratri', 'happy', 'ugadi', 'happy', 'fool', 'day', 'happy', 'may', 'day', 'happy', 'independence', 'day', 'happy', 'friendshipmotherfatherteacherschildrens', 'day', 'amp', 'happy', 'birthday', 'u', 'happy', 'ganesh', 'festival', 'happy', 'dasara', 'happy', 'diwali', 'happy', 'christmas', 'ltgt', 'good', 'morning', 'afternoon', 'evening', 'night', 'rememberi', 'first', 'wishing', 'u', 'theseyours', 'raj']"
ham,"['one', 'joy', 'lifeis', 'waking', 'daywith', 'thought', 'somewheresomeone', 'care', 'enough', 'tosend', 'warm', 'morning', 'greeting']"
ham,"['didnt', 'get', 'second', 'half', 'message']"
ham,"['wat', 'time', 'u', 'wan', 'meet', 'later']"
ham,"['thank', 'much', 'selflessness', 'love', 'plenty']"
ham,"['film', 'ill', 'call', 'later']"
ham,"['dare', 'change', 'ring']"
ham,"['bad', 'girl', 'lady']"
ham,"['love', 'ya', 'try', 'budget', 'money', 'better', 'babe', 'gary', 'would', 'freak', 'knew']"
ham,"['part', 'dont', 'initiate', 'dont', 'understand']"
ham,"['finished', 'lunch', 'already', 'u', 'wake', 'already']"
ham,"['still', 'game']"
ham,"['got', 'tallent', 'wasting']"
ham,"['record', 'one', 'night']"
ham,"['also', 'sir', 'sent', 'email', 'log', 'usc', 'payment', 'portal', 'ill', 'send', 'another', 'message', 'explain', 'thing', 'back', 'home', 'great', 'weekend']"
ham,"['gonna', 'let', 'know', 'co', 'come', 'bak', 'holiday', 'day', 'coming', 'dontgettext', 'number']"
ham,"['jokin', 'lar', 'depends', 'phone', 'father', 'get', 'lor']"
ham,"['aight', 'lemme', 'know', 'whats']"
ham,"['get', 'ready', 'ltgt', 'inch', 'pleasure']"
ham,"['rajipls', 'favour', 'pls', 'convey', 'birthday', 'wish', 'nimya', 'pls', 'today', 'birthday']"
ham,"['ok', 'feel', 'like', 'john', 'lennon']"
ham,"['co', 'darren', 'say', 'considering', 'mah', 'ask']"
ham,"['bothering', 'trust', 'answer', 'pls']"
ham,"['wishing', 'family', 'merry', 'x', 'happy', 'new', 'year', 'advance']"
ham,"['one', 'day', 'crab', 'wa', 'running', 'sea', 'shorethe', 'wave', 'came', 'n', 'cleared', 'footprint', 'crab', 'crab', 'asked', 'frnd', 'r', 'u', 'clearing', 'beautiful', 'footprint', 'wave', 'replied', 'fox', 'wa', 'following', 'ur', 'footprint', 'catch', 'thats', 'cleared', 'frndsship', 'never', 'let', 'u', 'dwn', 'gud', 'nyt']"
ham,"['aight', 'time', 'want', 'come']"
ham,"['slaaaaave', 'must', 'summon', 'time', 'dont', 'wish', 'come', 'anymore']"
ham,"['bill', 'thats', 'bad']"
ham,"['let', 'know', 'change', 'next', 'hr', 'even', 'appendix', 'age', 'range', 'however', 'impossible', 'chill', 'let', 'know', 'hr']"
ham,"['hello', 'yeah', 'ive', 'got', 'bath', 'need', 'hair', 'ill', 'come', 'im', 'done', 'yeah']"
ham,"['hows', 'weather']"
ham,"['ok', 'much', 'though', 'hm', 'friday', 'cant', 'wait', 'dunno', 'wot', 'hell', 'im', 'gonna', 'another', 'week', 'become', 'slob', 'oh', 'wait', 'already', 'done']"
ham,"['die', 'e', 'toot', 'fringe']"
ham,"['lol', 'dont', 'know', 'awesome', 'phone', 'could', 'click', 'delete', 'right', 'want']"
ham,['ok']
ham,"['awesome', 'question', 'cute', 'answer', 'someone', 'asked', 'boy', 'ur', 'life', 'smiled', 'amp', 'answered', 'fine', 'gudnite']"
ham,"['please', 'leave', 'topicsorry', 'telling']"
ham,"['pls', 'send', 'correct', 'name', 'da']"
ham,"['happened', 'yo', 'date']"
spam,"['eastenders', 'tv', 'quiz', 'flower', 'doe', 'dot', 'compare', 'violet', 'e', 'tulip', 'f', 'lily', 'txt', 'e', 'f', 'chance', 'win', 'cash', 'wkentp']"
ham,"['webpage', 'available']"
ham,"['woke', 'yeesh', 'late', 'didnt', 'fall', 'asleep', 'til', 'ltgt']"
spam,"['unsubscribed', 'service', 'get', 'ton', 'sexy', 'babe', 'hunk', 'straight', 'phone', 'go', 'httpgotbabescouk', 'subscription']"
ham,"['dear', 'know', 'ltgt', 'th', 'ltgt', 'th', 'birthday', 'loving', 'gopalettan', 'planning', 'give', 'small', 'gift', 'day', 'like', 'participate', 'welcome', 'please', 'contact', 'admin', 'team', 'detail']"
ham,"['kkfrom', 'tomorrow', 'onwards', 'started', 'ah']"
ham,"['u', 'talking', 'bout', 'early', 'morning', 'almost', 'noon']"
ham,"['fine', 'remember']"
spam,"['hi', 'babe', 'jordan', 'r', 'u', 'im', 'home', 'abroad', 'lonely', 'text', 'back', 'u', 'wanna', 'chat', 'xxsp', 'visionsmscom', 'text', 'stop', 'stopcost', 'p']"
ham,"['ok', 'many', 'buy']"
ham,"['sound', 'good', 'keep', 'posted']"
spam,"['get', 'brand', 'new', 'mobile', 'phone', 'agent', 'mob', 'plus', 'load', 'goody', 'info', 'text', 'mat']"
ham,"['ok', 'april', 'cant', 'wait']"
ham,"['boy', 'best', 'get', 'yo', 'quick']"
ham,"['ay', 'wana', 'meet', 'sat', 'wkg', 'sat']"
ham,"['im', 'wait', 'till', 'bus', 'pick']"
ham,"['apart', 'one', 'told', 'yesterday']"
ham,"['ok', 'lor', 'buy', 'wat']"
ham,"['somebody', 'go', 'andros', 'steal', 'ice']"
ham,"['know', 'didt', 'msg', 'recently']"
ham,"['take', 'u', 'shopping', 'mark', 'distract', 'isaiahd']"
ham,"['mum', 'hope', 'great', 'day', 'hoping', 'text', 'meet', 'well', 'full', 'life', 'great', 'day', 'abiola']"
ham,"['sense', 'foot', 'penis']"
ham,"['okay', 'thought', 'expert']"
ham,"['deep', 'sigh', 'miss', 'really', 'surprised', 'havent', 'gone', 'net', 'cafe', 'yet', 'get', 'dont', 'miss']"
ham,"['ssi', 'thinl', 'role', 'like', 'sachinjust', 'standing', 'others', 'hit']"
ham,"['great', 'trip', 'india', 'bring', 'light', 'everyone', 'project', 'everyone', 'lucky', 'see', 'smile', 'bye', 'abiola']"
ham,"['importantly', 'discus', 'u']"
ham,"['kkhow', 'training', 'process']"
ham,"['ok', 'lor', 'ned', 'go', 'toa', 'payoh', 'return', 'smth', 'u', 'wan', 'send', 'wat']"
ham,"['da', 'car', 'park']"
ham,"['wish', 'wa', 'holding', 'tightly', 'making', 'see', 'important', 'much', 'mean', 'much', 'need', 'life']"
ham,"['asked', 'hows', 'anthony', 'dad', 'bf']"
ham,"['wnevr', 'wana', 'fal', 'luv', 'vth', 'book', 'bed', 'fals', 'luv', 'vth', 'yen', 'madodu', 'nav', 'pretsorginta', 'nammanna', 'pretsovru', 'important', 'alwa', 'gud', 'eveb']"
ham,"['todaysundaysunday', 'holidayso', 'work']"
ham,"['going', 'take', 'bath', 'ill', 'place', 'key', 'window']"
spam,"['lord', 'ringsreturn', 'king', 'store', 'nowreply', 'lotr', 'june', 'chance', 'win', 'lotr', 'soundtrack', 'cd', 'stdtxtrate', 'reply', 'stop', 'end', 'txts']"
ham,"['dear', 'take', 'care', 'reaching', 'homelove', 'u', 'lot']"
ham,['staffsciencenusedusgphyhcmkteachingpc']
ham,"['emigrated', 'something', 'ok', 'maybe', 'wa', 'bit', 'hopeful']"
ham,"['olol', 'printed', 'forum', 'post', 'guy', 'exact', 'prob', 'wa', 'fixed', 'gpu', 'replacement', 'hopefully', 'dont', 'ignore']"
ham,"['walked', 'mom', 'right', 'stagwood', 'pas', 'right', 'winterstone', 'left', 'victor', 'hill', 'address', 'ltgt']"
ham,"['yo', 'jp', 'hungry', 'like', 'mofo']"
ham,"['creepy', 'crazy']"
ham,"['ok', 'din', 'get', 'ur', 'msg']"
ham,"['tessypls', 'favor', 'pls', 'convey', 'birthday', 'wish', 'nimyapls', 'dnt', 'forget', 'today', 'birthday', 'shijas']"
ham,"['pathaya', 'enketa', 'maraikara', 'pa']"
ham,"['even', 'friend', 'priest', 'call']"
ham,"['u', 'lousy', 'run', 'already', 'come', 'back', 'half', 'dead', 'hee']"
ham,"['thats', 'said', 'bad', 'dat', 'e', 'gal', 'know', 'u', 'wat', 'u']"
ham,"['remind', 'hr']"
ham,"['hoping', 'would', 'send', 'message', 'rent', 'due', 'dont', 'enough', 'reserve', 'completely', 'gone', 'loan', 'need', 'wa', 'hoping', 'could', 'balance', 'ltgt', 'way', 'could', 'get', 'till', 'mid', 'march', 'hope', 'pay', 'back']"
ham,"['hi', 'happy', 'new', 'year', 'dont', 'mean', 'intrude', 'pls', 'let', 'know', 'much', 'tuition', 'paid', 'last', 'semester', 'much', 'semester', 'thanks']"
ham,"['hello', 'hun', 'ru', 'way', 'im', 'good', 'date', 'guy', 'met', 'walkabout', 'far', 'meet', 'soon', 'hows', 'everyone', 'else']"
ham,"['lol', 'wa', 'gonna', 'last', 'month', 'cashed', 'left', 'ltgt', 'case', 'wa', 'collecting', 'week', 'cause', 'announced', 'blog']"
spam,"['good', 'luck', 'draw', 'take', 'place', 'th', 'feb', 'good', 'luck', 'removal', 'send', 'stop', 'customer', 'service']"
ham,"['short', 'cute', 'good', 'person']"
ham,"['havent', 'decided', 'yet', 'eh']"
ham,"['wat', 'time', 'liao', 'still', 'got']"
ham,"['yes', 'watching', 'footie', 'worried', 'going', 'blow', 'phil', 'neville']"
ham,"['wait', 'inside', 'da', 'car', 'park']"
ham,"['uncle', 'abbey', 'happy', 'new', 'year', 'abiola']"
ham,"['free', 'call', 'pa']"
ham,"['r', 'u', 'saying', 'order', 'slipper', 'co', 'pay', 'returning']"
ham,"['stop', 'knowing', 'well']"
ham,"['good', 'evening', 'roger']"
ham,"['small', 'problem', 'auctionpunj', 'asking', 'tiwary']"
spam,"['free', 'entry', 'weekly', 'comp', 'chance', 'win', 'ipod', 'txt', 'pod', 'get', 'entry', 'std', 'txt', 'rate', 'tc', 'apply', 'detail']"
ham,"['telling', 'tell', 'one', 'treat', 'hi', 'hi', 'hi']"
ham,"['uncle', 'atlanta', 'wish', 'guy', 'great', 'semester']"
spam,"['st', 'wk', 'free', 'gr', 'tone', 'str', 'u', 'wk', 'txt', 'nokia', 'classic', 'nokia', 'tone', 'hit', 'polys', 'nokiap', 'polyp']"
ham,"['u', 'coming', 'pick']"
ham,"['thats', 'cool', 'liked', 'photo', 'sexy']"
ham,"['would', 'u', 'fuckin', 'believe', 'didnt', 'know', 'thurs', 'pre', 'booked', 'cancelled', 'need', 'b', 'sacked']"
ham,"['haha', 'better', 'late', 'ever', 'way', 'could', 'swing']"
ham,"['ok', 'finish']"
spam,"['lookatme', 'thanks', 'purchase', 'video', 'clip', 'lookatme', 'youve', 'charged', 'p', 'think', 'better', 'send', 'video', 'mmsto']"
ham,"['ive', 'barred', 'b', 'q', 'store', 'lifethis', 'twat', 'orange', 'dungerees', 'came', 'asked', 'wanted', 'decking', 'got', 'first', 'punch']"
ham,"['message', 'food']"
ham,"['ok', 'going', 'sleep', 'hope', 'meet']"
ham,"['wat', 'make', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']"
ham,"['let', 'know', 'detail', 'fri', 'u', 'find', 'co', 'im', 'tom', 'fri', 'mentionned', 'chinese', 'thanks']"
ham,"['youre', 'right', 'think']"
ham,"['wat', 'r', 'u']"
ham,"['ur', 'lecture']"
spam,"['sexy', 'sexy', 'cum', 'text', 'im', 'wet', 'warm', 'ready', 'porn', 'u', 'fun', 'msg', 'free', 'recd', 'msg', 'p', 'inc', 'vat', 'cancel', 'text', 'stop']"
ham,"['customer', 'place', 'call']"
ham,"['planned', 'yet', 'going', 'join', 'company', 'jan', 'onlydon', 'know', 'happen']"
ham,"['boy', 'love', 'u', 'grl', 'hogolo', 'boy', 'gold', 'chain', 'kodstini', 'grl', 'agalla', 'boy', 'necklace', 'madstini', 'grl', 'agalla', 'boy', 'hogli', 'mutai', 'eerulli', 'kodthini', 'grl', 'love', 'u', 'kano']"
ham,"['haha', 'heard', 'text', 'youre', 'around']"
ham,"['ill', 'get', 'tomorrow', 'send']"
ham,"['shit', 'babe', 'thasa', 'bit', 'messed', 'upyeh']"
ham,"['oh', 'thats', 'late', 'well', 'good', 'night', 'give', 'u', 'call', 'tomorrow', 'iam', 'going', 'go', 'sleep', 'night', 'night']"
ham,"['cheer', 'u', 'tex', 'mecause', 'u', 'werebored', 'yeah', 'okden', 'hunny', 'r', 'uin', 'wk', 'satsounds', 'likeyour', 'havin', 'grfun', 'j', 'keep', 'updat', 'countinlots', 'loveme', 'xxxxx']"
ham,"['sorry', 'meeting', 'ill', 'call', 'later']"
ham,"['yo', 'howz', 'u', 'girl', 'never', 'rang', 'india', 'l']"
ham,"['yeah', 'worse']"
spam,"['hard', 'live', 'chat', 'pmin', 'choose', 'girl', 'connect', 'live', 'call', 'cheap', 'chat', 'uk', 'biggest', 'live', 'service', 'vu', 'bcmwcnxx']"
ham,"['tagged', 'friend', 'seemed', 'count', 'friend']"
spam,"['heard', 'u', 'call', 'rude', 'chat', 'private', 'line', 'cum', 'wan', 'c', 'pic', 'gettin', 'shagged', 'text', 'pix', 'end', 'send', 'stop', 'sam', 'xxx']"
ham,['ok']
ham,"['long', 'time', 'remember', 'today']"
ham,"['havent', 'shopping', 'lor', 'juz', 'arrive']"
ham,"['thank', 'u', 'better', 'work', 'cause', 'feel', 'used', 'otherwise']"
ham,"['challenge', 'know']"
ham,"['much', 'ur', 'hdd', 'casing', 'cost']"
ham,"['mystery', 'solved', 'opened', 'email', 'sent', 'another', 'batch', 'isnt', 'sweetie']"
ham,"['cant', 'describe', 'lucky', 'im', 'actually', 'awake', 'noon']"
spam,"['nd', 'time', 'tried', 'contact', 'u', 'u', 'prize', 'claim', 'call', 'b', 'tcsstop', 'sm', 'ppm']"
ham,"['today', 'sorry', 'day', 'ever', 'wa', 'angry', 'ever', 'misbehaved', 'hurt', 'plz', 'plz', 'slap', 'urself', 'bcoz', 'ur', 'fault', 'im', 'basically', 'good']"
ham,"['cheer', 'card', 'time', 'year', 'already']"
spam,"['hot', 'live', 'fantasy', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'k']"
ham,"['people', 'see', 'msg', 'think', 'iam', 'addicted', 'msging', 'wrong', 'bcoz', 'dont', 'know', 'iam', 'addicted', 'sweet', 'friend', 'bslvyl']"
ham,"['ugh', 'hopefully', 'asus', 'ppl', 'dont', 'randomly', 'reformat']"
ham,"['havent', 'seen', 'facebook', 'huh', 'lol']"
ham,"['mah', 'b', 'ill', 'pick', 'tomorrow']"
ham,"['still', 'otside', 'leu', 'come', 'morrow', 'maga']"
ham,"['u', 'still', 'plumber', 'tape', 'wrench', 'could', 'borrow']"
spam,"['dear', 'voucher', 'holder', 'claim', 'week', 'offer', 'pc', 'please', 'go', 'httpwwwetlpcoukreward', 'tscs', 'apply']"
ham,"['vl', 'bcum', 'difficult']"
spam,"['ur', 'going', 'bahamas', 'callfreefone', 'speak', 'live', 'operator', 'claim', 'either', 'bahamas', 'cruise', 'cash', 'opt', 'txt', 'x']"
ham,"['havent', 'still', 'waitin', 'usual', 'come', 'back', 'sch', 'oredi']"
ham,"['meeting', 'da', 'call']"
ham,"['k', 'k', 'watch', 'film']"
ham,"['doe', 'cinema', 'plus', 'drink', 'appeal', 'tomo', 'fr', 'thriller', 'director', 'like', 'mac']"
ham,"['size', 'elephant', 'tablet', 'u', 'shove', 'um', 'ur']"
ham,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'end', 'take', 'cr', 'da']"
ham,"['parent', 'kidz', 'friend', 'n', 'colleague', 'screaming', 'surprise', 'wa', 'waiting', 'sofa', 'naked']"
ham,"['dunno', 'juz', 'askin', 'co', 'got', 'card', 'got', 'salon', 'called', 'hair', 'sense', 'tot', 'da', 'one', 'cut', 'ur', 'hair']"
ham,"['good', 'morning', 'pookie', 'pie', 'lol', 'hope', 'didnt', 'wake', 'u']"
ham,"['maybe', 'woke', 'fucking', 'wouldnt', 'problem']"
ham,"['happy', 'birthday', 'youdearwith', 'lot', 'loverakhesh', 'nri']"
ham,"['howz', 'person', 'story']"
spam,"['nd', 'time', 'tried', 'contact', 'u', 'u', 'pound', 'prize', 'claim', 'easy', 'call', 'p', 'per', 'min', 'btnationalrate']"
ham,"['x', 'ltgt', 'going', 'get']"
ham,"['hi', 'neva', 'worry', 'bout', 'da', 'truth', 'coz', 'truth', 'lead', 'ur', 'heart', 'least', 'unique', 'person', 'like', 'u', 'deserve', 'sleep', 'tight', 'morning']"
spam,"['ur', 'awarded', 'city', 'break', 'could', 'win', 'summer', 'shopping', 'spree', 'every', 'wk', 'txt', 'store', 'skilgmetscswinawkageperwksub']"
ham,"['ur', 'paper', 'today', 'e', 'morn', 'aft']"
ham,"['lick', 'every', 'drop', 'ready', 'use', 'mouth', 'well']"
ham,"['expect', 'whenever', 'text', 'hope', 'go', 'well', 'tomo']"
ham,"['great', 'p', 'diddy', 'neighbor', 'come', 'toothpaste', 'every', 'morning']"
ham,"['av', 'new', 'number', 'wil', 'u', 'use', 'oneta']"
ham,"['poking', 'man', 'everyday', 'teach', 'canada', 'abi', 'saying', 'hi']"
ham,"['lor', 'change', 'suntec', 'wat', 'time', 'u', 'coming']"
ham,"['deam', 'seeing', 'online', 'shop', 'asked']"
ham,"['curious', 'cuz', 'asked', 'wa']"
ham,"['nicenicehow', 'working']"
ham,"['okay', 'lor', 'wah', 'like', 'def', 'wont', 'let', 'u', 'go', 'haha', 'say', 'term', 'condition']"
ham,"['haha', 'yup', 'hopefully', 'lose', 'kg', 'mon', 'hip', 'hop', 'go', 'orchard', 'weigh']"
ham,"['shes', 'good', 'r', 'u', 'working']"
ham,"['oh', 'yes', 'ive', 'little', 'weather', 'ive', 'kind', 'coccooning', 'home']"
ham,"['home', 'also']"
ham,"['phone', 'ha', 'weirdest', 'auto', 'correct']"
ham,"['oops', 'phone', 'died', 'didnt', 'even', 'know', 'yeah', 'like', 'better']"
ham,"['havent', 'mu', 'ask', 'u', 'st', 'wat', 'meet', 'lunch', 'den', 'u', 'n', 'meet', 'already', 'lor', 'u', 'wan', 'go', 'ask', 'da', 'ge', 'st', 'confirm', 'w', 'asap']"
ham,"['said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', 'minuts', 'latr', 'wid', 'caken', 'wife']"
ham,"['oh', 'yeahand', 'hav', 'great', 'time', 'newquaysend', 'postcard', 'look', 'girl', 'im', 'goneu', 'know', 'im', 'talkin', 'boutxx']"
ham,"['got', 'divorce', 'lol', 'shes']"
ham,"['whats', 'ur', 'pin']"
ham,"['babe', 'got', 'enough', 'money', 'pick', 'bread', 'milk', 'ill', 'give', 'back', 'get', 'home']"
ham,"['want', 'snow', 'freezing', 'windy']"
spam,"['urgent', 'trying', 'contact', 'u', 'today', 'draw', 'show', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid', 'hr']"
ham,"['come', 'mahal', 'bus', 'stop', 'ltdecimalgt']"
ham,"['knowthis', 'week', 'im', 'going', 'tirunelvai', 'da']"
ham,"['baby', 'promise', 'treat', 'well', 'bet', 'take', 'good', 'care']"
ham,"['like', 'hotel', 'dusk', 'game', 'think', 'solve', 'puzzle', 'area', 'thing']"
spam,"['thanks', 'ringtone', 'order', 'reference', 'number', 'x', 'mobile', 'charged', 'tone', 'arrive', 'please', 'call', 'customer', 'service']"
ham,"['hi', 'love', 'go', 'day', 'fuck', 'morning', 'woke', 'dropped', 'cell', 'way', 'stair', 'seems', 'alright', 'phews', 'miss']"
ham,"['well', 'must', 'pain', 'catch']"
ham,"['sorry', 'da', 'thangamits', 'mistake']"
ham,"['need', 'coz', 'never', 'go']"
ham,"['rose', 'redred', 'bloodblood', 'heartheart', 'u', 'u', 'send', 'ti', 'ur', 'friend', 'including', 'u', 'like', 'u', 'get', 'back', 'u', 'r', 'poor', 'relation', 'u', 'need', 'support', 'u', 'r', 'frnd', 'many', 'luvs', 'u', 'praying', 'god', 'marry', 'u', 'try']"
ham,"['wifehow', 'knew', 'time', 'murder', 'exactly']"
spam,"['six', 'chance', 'win', 'cash', 'pound', 'txt', 'csh', 'send', 'cost', 'pday', 'day', 'tsandcs', 'apply', 'reply', 'hl', 'info']"
spam,"['ur', 'cashbalance', 'currently', 'pound', 'maximize', 'ur', 'cashin', 'send', 'collect', 'pmsg', 'cc', 'po', 'box', 'tcrw']"
ham,"['feel', 'like', 'dick', 'keep', 'sleeping', 'text', 'facebook', 'message', 'sup', 'town']"
ham,"['plm', 'come', 'da', 'way']"
ham,"['guess', 'want', 'alone', 'time', 'could', 'show', 'watch']"
ham,"['height', 'recycling', 'read', 'twice', 'people', 'spend', 'time', 'earning', 'money', 'money', 'spent', 'spending', 'time', 'good', 'morning', 'keep', 'smiling']"
ham,"['yup', 'comin']"
ham,"['yes', 'princess', 'toledo']"
ham,"['aight', 'text', 'youre', 'back', 'mu', 'ill', 'swing', 'need', 'somebody', 'get', 'door']"
ham,"['ron', 'say', 'fri', 'leh', 'n', 'said', 'ding', 'tai', 'feng', 'cant', 'make', 'reservation', 'said', 'wait', 'lor']"
ham,"['good', 'swimsuit', 'allowed']"
ham,"['okay', 'soon', 'best']"
ham,"['cute', 'thought', 'friendship', 'necessary', 'share', 'every', 'secret', 'ur', 'close', 'frnd']"
ham,"['ok', 'ive', 'sent', 'u', 'da', 'latest', 'version', 'da', 'project']"
ham,"['good', 'morning', 'dear', 'great', 'amp', 'successful', 'day']"
ham,"['pls', 'accept', 'one', 'day', 'begging', 'change', 'number']"
